LeftP,LeftV,MiddleP,MiddleV,RightP,RightV,Heading,Waypoint,Time
23.4484456142627,1.71012418232853,23.6850000000009,2,23.9210884670649,2.28987547114567,-13.5403221581715,2,12.1100000000005
23.4569945962153,1.70979639051606,23.6950000000009,2,23.9325394833579,2.29020325859657,-13.6234593253184,2,12.1150000000005
23.4655419571289,1.70947218271402,23.7050000000009,2,23.9439921206655,2.29052746152418,-13.7066893704853,2,12.1200000000005
23.474087715011,1.70915157642888,23.7150000000009,2,23.9554463610573,2.29084807835203,-13.7900112641217,2,12.1250000000005
23.4826318878335,1.70883456449523,23.7250000000009,2,23.9669021864316,2.29116507486186,-13.873423972802,2,12.1300000000005
23.4911744937392,1.70852118113263,23.7350000000009,2,23.9783595787952,2.29147847273588,-13.9569264613052,2,12.1350000000005
23.4997155507911,1.70821141038225,23.7450000000009,2,23.9898185199294,2.29178822682107,-14.0405176902277,2,12.1400000000005
23.5082550772256,1.70790528690419,23.7550000000009,2,24.0012789917307,2.29209436027117,-14.1241966185187,2,12.1450000000005
23.5167930912491,1.70760280470583,23.7650000000009,2,24.0127409759416,2.29239684217007,-14.2079622015565,2,12.1500000000005
23.5253296111191,1.70730397400612,23.7750000000009,2,24.0242044542604,2.29269566377186,-14.2918133920034,2,12.1550000000005
23.5338646551856,1.70700881328807,23.7850000000009,2,24.0356694083999,2.29299082788929,-14.375749140277,2,12.1600000000005
23.5423982418129,1.70671732546045,23.7950000000009,2,24.0471358199842,2.2932823168763,-14.4597683938506,2,12.1650000000005
23.5509303894119,1.70642951979274,23.8050000000009,2,24.0586036705946,2.29357012207785,-14.5438700976301,2,12.1700000000005
23.5594611164387,1.70614540537724,23.8150000000009,2,24.0700729417699,2.29385423506234,-14.6280531940111,2,12.1750000000005
23.5679904413944,1.70586499112821,23.8250000000009,2,24.0815436150081,2.29413464762403,-14.712316622937,2,12.1800000000005
23.5765183828233,1.70558828578069,23.8350000000009,2,24.0930156717669,2.29441135177488,-14.7966593219557,2,12.1850000000005
23.5850449593127,1.70531529788155,23.8450000000009,2,24.1044890934657,2.29468433975017,-14.8810802262791,2,12.1900000000005
23.5935701894917,1.70504603580334,23.8550000000009,2,24.1159638614858,2.29495360402479,-14.9655782688414,2,12.1950000000005
23.6020940920261,1.70478050687592,23.8650000000009,2,24.1274399571665,2.29521913614082,-15.0501523803154,2,12.2000000000005
23.610616685579,1.70451871057532,23.8750000000009,2,24.1389173617542,2.29548091754166,-15.1348014887913,2,12.2050000000005
23.6191379889398,1.70426067216908,23.8850000000009,2,24.1503960565787,2.29573896488784,-15.219524521126,2,12.2100000000005
23.6276580208622,1.70400638446925,23.8950000000009,2,24.1618760228368,2.29599325161869,-15.3043204014018,2,12.2150000000005
23.6361768001495,1.70375585747074,23.9050000000009,2,24.1733572417107,2.29624377479404,-15.3891880518479,2,12.2200000000005
23.6446943456569,1.70350910147568,23.9150000000009,2,24.1848396943727,2.29649053238811,-15.4741263929279,2,12.2250000000005
